[1,2](23) 1 231 2 
[1,3](33) 1 231 194 19 299 3 
[1,4](30) 1 60 40 93 99 42 102 4 
[1,5](30) 1 60 53 295 5 
[1,6](21) 1 231 194 58 6 
[1,7](31) 1 60 206 7 
[1,8](30) 1 231 35 225 193 13 217 8 
[1,9](32) 1 60 120 260 138 9 
[1,10](33) 1 60 40 93 99 42 37 39 10 
[1,11](36) 1 189 157 11 
[1,12](37) 1 60 40 81 109 23 103 12 
[1,13](25) 1 231 35 225 193 13 
[1,14](31) 1 60 206 107 14 
[1,15](34) 1 60 40 93 99 42 102 300 15 
[1,16](33) 1 60 40 93 99 42 98 16 
[1,17](23) 1 60 120 123 17 
[1,18](30) 1 60 120 260 95 18 
[1,19](29) 1 231 194 19 
[1,20](36) 1 60 120 123 20 
[1,21](30) 1 231 35 225 183 21 
[1,22](36) 1 60 206 107 14 22 
[1,23](27) 1 60 40 81 109 23 
[1,24](32) 1 189 229 24 
[1,25](33) 1 231 35 225 193 41 25 
[1,26](29) 1 231 63 26 
[1,27](38) 1 189 75 27 
[1,28](28) 1 231 63 267 208 116 28 
[1,29](23) 1 231 63 29 
[1,30](22) 1 231 194 68 30 
[1,31](31) 1 60 40 93 97 31 
[1,32](38) 1 60 40 172 182 32 
[1,33](33) 1 60 40 93 142 33 
[1,34](48) 1 189 169 34 
[1,35](21) 1 231 35 
[1,36](37) 1 231 35 153 218 50 36 
[1,37](26) 1 60 40 93 99 42 37 
[1,38](32) 1 231 35 225 193 46 38 
[1,39](27) 1 60 40 93 99 42 37 39 
[1,40](18) 1 60 40 
[1,41](26) 1 231 35 225 193 41 
[1,42](22) 1 60 40 93 99 42 
[1,43](29) 1 231 35 153 218 43 
[1,44](31) 1 60 40 81 109 44 
[1,45](38) 1 231 35 115 220 188 45 
[1,46](29) 1 231 35 225 193 46 
[1,47](32) 1 60 40 93 99 42 37 39 47 
[1,48](33) 1 231 63 156 48 
[1,49](36) 1 231 35 225 183 21 49 
[1,50](29) 1 231 35 153 218 50 
[1,51](31) 1 231 35 153 218 43 51 
[1,52](26) 1 231 35 225 52 
[1,53](26) 1 60 53 
[1,54](39) 1 60 40 93 99 42 98 212 257 54 
[1,55](50) 1 60 40 93 99 42 98 16 55 
[1,56](32) 1 60 40 93 97 31 56 
[1,57](35) 1 60 120 123 62 57 
[1,58](20) 1 231 194 58 
[1,59](40) 1 231 35 262 59 
[1,60](17) 1 60 
[1,61](33) 1 231 35 225 193 46 227 61 
[1,62](24) 1 60 120 123 62 
[1,63](20) 1 231 63 
[1,64](44) 1 60 40 93 99 277 64 
[1,65](30) 1 231 35 153 218 50 65 
[1,66](46) 1 231 35 225 193 13 217 8 131 66 
[1,67](30) 1 231 35 153 218 43 67 
[1,68](21) 1 231 194 68 
[1,69](27) 1 60 40 93 142 69 
[1,70](40) 1 231 70 
[1,71](33) 1 231 63 71 
[1,72](25) 1 60 72 
[1,73](26) 1 60 120 260 138 73 
[1,74](33) 1 189 157 283 178 74 
[1,75](22) 1 189 75 
[1,76](28) 1 189 229 76 
[1,77](30) 1 231 194 68 30 281 77 
[1,78](29) 1 231 194 68 78 
[1,79](38) 1 189 157 179 79 
[1,80](35) 1 60 40 93 99 42 102 80 
[1,81](20) 1 60 40 81 
[1,82](32) 1 60 120 260 138 73 151 82 
[1,83](28) 1 60 72 83 
[1,84](34) 1 231 63 156 48 84 
[1,85](37) 1 60 40 172 250 270 85 
[1,86](32) 1 231 35 225 193 46 86 
[1,87](30) 1 231 35 225 193 87 
[1,88](25) 1 60 206 88 
[1,89](29) 1 60 40 81 109 282 89 
[1,90](31) 1 231 194 68 90 
[1,91](38) 1 60 40 93 97 31 91 
[1,92](31) 1 189 157 92 
[1,93](20) 1 60 40 93 
[1,94](24) 1 60 40 93 99 42 94 
[1,95](29) 1 60 120 260 95 
[1,96](35) 1 60 40 81 136 149 163 96 
[1,97](30) 1 60 40 93 97 
[1,98](28) 1 60 40 93 99 42 98 
[1,99](21) 1 60 40 93 99 
[1,100](31) 1 60 120 260 138 73 100 
[1,101](24) 1 189 157 283 101 
[1,102](28) 1 60 40 93 99 42 102 
[1,103](30) 1 60 40 81 109 23 103 
[1,104](27) 1 231 63 267 208 104 
[1,105](25) 1 60 206 105 
[1,106](37) 1 189 229 76 106 
[1,107](27) 1 60 206 107 
[1,108](36) 1 231 35 225 193 41 25 108 
[1,109](22) 1 60 40 81 109 
[1,110](40) 1 231 63 267 110 
[1,111](33) 1 189 169 111 
[1,112](27) 1 231 35 153 112 
[1,113](45) 1 189 229 76 106 113 
[1,114](27) 1 60 206 88 114 
[1,115](22) 1 231 35 115 
[1,116](27) 1 231 63 267 208 116 
[1,117](37) 1 60 40 172 250 270 117 
[1,118](35) 1 189 278 118 
[1,119](32) 1 231 35 225 183 119 
